,env_step,episode,episode_reward,eval_total_time,frame,step,time,env,seed,agent
39,976000.0,975.0,783.2270222862865,5960.625672340393,976000,488000.0,5960.625610589981,fish-swim,792,TCRL
40,1001000.0,1000.0,837.503682284802,6136.88747048378,1001000,500500.0,6136.887418746948,fish-swim,792,TCRL
0,1000.0,0.0,101.6679046520998,8.87770962715149,1000,500.0,8.877626657485962,fish-swim,843,TCRL
1,176000.0,175.0,368.1286753368136,908.702173948288,176000,88000.0,908.7021243572236,fish-swim,843,TCRL
2,26000.0,25.0,61.50039666254073,104.73058891296388,26000,13000.0,104.7305371761322,fish-swim,843,TCRL
3,201000.0,200.0,447.34211066765874,1049.0357038974762,201000,100500.0,1049.0356540679932,fish-swim,843,TCRL
4,51000.0,50.0,63.029185325624,247.62281250953677,51000,25500.0,247.62276124954224,fish-swim,843,TCRL
5,226000.0,225.0,572.2937367440202,1194.3763852119446,226000,113000.0,1194.3763360977173,fish-swim,843,TCRL
6,76000.0,75.0,99.67783345947277,394.0250220298767,76000,38000.0,394.0249671936035,fish-swim,843,TCRL
7,251000.0,250.0,706.0901383329192,1341.044192790985,251000,125500.0,1341.0441410541534,fish-swim,843,TCRL
8,101000.0,100.0,141.39946325341236,543.8851425647736,101000,50500.0,543.8850898742676,fish-swim,843,TCRL
9,276000.0,275.0,483.3926731464343,1484.591932296753,276000,138000.0,1484.591884613037,fish-swim,843,TCRL
10,126000.0,125.0,356.84327674693725,695.0909972190857,126000,63000.0,695.0909469127655,fish-swim,843,TCRL
11,301000.0,300.0,575.9732922287576,1629.6569256782532,301000,150500.0,1629.6568713188171,fish-swim,843,TCRL
12,151000.0,150.0,370.606086245694,846.9363133907318,151000,75500.0,846.9362604618073,fish-swim,843,TCRL
13,326000.0,325.0,618.9339930189993,1776.551679134369,326000,163000.0,1776.5516321659088,fish-swim,843,TCRL
14,176000.0,175.0,534.8987947592151,1001.2144224643708,176000,88000.0,1001.2143697738647,fish-swim,843,TCRL
15,351000.0,350.0,754.2239073923731,1925.0970389842987,351000,175500.0,1925.0969853401184,fish-swim,843,TCRL
16,201000.0,200.0,726.5253283144945,1157.6725800037384,201000,100500.0,1157.6725296974182,fish-swim,843,TCRL
17,376000.0,375.0,632.3542393020148,2074.4345214366917,376000,188000.0,2074.4344708919525,fish-swim,843,TCRL
18,226000.0,225.0,635.4011978135201,1314.3156881332395,226000,113000.0,1314.3156316280365,fish-swim,843,TCRL
19,401000.0,400.0,544.6015140328466,2225.225553035736,401000,200500.0,2225.22549700737,fish-swim,843,TCRL
20,251000.0,250.0,746.0567569579358,1470.9481267929075,251000,125500.0,1470.9480783939362,fish-swim,843,TCRL
21,426000.0,425.0,784.2521085411338,2377.1913039684296,426000,213000.0,2377.191255092621,fish-swim,843,TCRL
22,276000.0,275.0,689.2971678920183,1629.71053814888,276000,138000.0,1629.7104897499084,fish-swim,843,TCRL
23,451000.0,450.0,757.0583406680392,2530.383921861649,451000,225500.0,2530.383861541748,fish-swim,843,TCRL
24,301000.0,300.0,726.5780803999745,1790.5420019626615,301000,150500.0,1790.5419473648071,fish-swim,843,TCRL
25,476000.0,475.0,623.0513529371829,2685.181779623032,476000,238000.0,2685.181717157364,fish-swim,843,TCRL
26,501000.0,500.0,756.8493098821474,2841.445906162262,501000,250500.0,2841.445850849152,fish-swim,843,TCRL
27,326000.0,325.0,760.8844979563818,1952.644053697586,326000,163000.0,1952.6440052986145,fish-swim,843,TCRL
28,526000.0,525.0,753.4752399248097,2998.694706439972,526000,263000.0,2998.6946580410004,fish-swim,843,TCRL
29,351000.0,350.0,755.2997218674998,2112.565955877304,351000,175500.0,2112.5659017562866,fish-swim,843,TCRL
30,551000.0,550.0,771.9899889554439,3157.478917837143,551000,275500.0,3157.478860616684,fish-swim,843,TCRL
31,376000.0,375.0,568.8950334350877,2271.6506929397583,376000,188000.0,2271.650638818741,fish-swim,843,TCRL
32,576000.0,575.0,708.2204388828421,3317.3341431617737,576000,288000.0,3317.3340950012207,fish-swim,843,TCRL
33,401000.0,400.0,703.4528902342308,2430.952183485031,401000,200500.0,2430.952127695084,fish-swim,843,TCRL
34,601000.0,600.0,750.7322441965639,3478.470940351486,601000,300500.0,3478.4708819389343,fish-swim,843,TCRL
35,426000.0,425.0,748.2500622783419,2592.1139163970947,426000,213000.0,2592.113867044449,fish-swim,843,TCRL
36,626000.0,625.0,722.3853306993605,3640.9966609478,626000,313000.0,3640.996610879898,fish-swim,843,TCRL
37,451000.0,450.0,704.1521047086633,2754.596262693405,451000,225500.0,2754.596214532852,fish-swim,843,TCRL
38,651000.0,650.0,782.0208552403461,3804.349957227707,651000,325500.0,3804.349905967712,fish-swim,843,TCRL
39,476000.0,475.0,751.2017331276402,2918.811718225479,476000,238000.0,2918.811667203903,fish-swim,843,TCRL
40,676000.0,675.0,734.5473337987487,3967.429268836975,676000,338000.0,3967.429197072983,fish-swim,843,TCRL
41,501000.0,500.0,754.4848346759293,3084.5366067886357,501000,250500.0,3084.5365529060364,fish-swim,843,TCRL
42,701000.0,700.0,789.3533634390631,4127.882059812546,701000,350500.0,4127.882010221481,fish-swim,843,TCRL
43,526000.0,525.0,808.9080582464201,3251.6271221637726,526000,263000.0,3251.6270232200623,fish-swim,843,TCRL
44,726000.0,725.0,705.2447354712906,4290.669634580612,726000,363000.0,4290.669585466385,fish-swim,843,TCRL
45,551000.0,550.0,787.9191445535768,3420.139870643616,551000,275500.0,3420.1398210525517,fish-swim,843,TCRL
46,751000.0,750.0,739.8490714747704,4456.098044872284,751000,375500.0,4456.097994804382,fish-swim,843,TCRL
47,576000.0,575.0,689.4699298778348,3589.3212628364563,576000,288000.0,3589.3211801052094,fish-swim,843,TCRL
48,776000.0,775.0,758.6984262897457,4622.66724562645,776000,388000.0,4622.667193651199,fish-swim,843,TCRL
49,601000.0,600.0,745.3981108646649,3763.7933337688446,601000,300500.0,3763.7932851314554,fish-swim,843,TCRL
50,801000.0,800.0,793.8361675193997,4790.5696849823,801000,400500.0,4790.569635629654,fish-swim,843,TCRL
51,626000.0,625.0,758.595636067333,3943.129756689072,626000,313000.0,3943.1296956539154,fish-swim,843,TCRL
52,826000.0,825.0,755.650347742644,4960.149255752564,826000,413000.0,4960.149197340012,fish-swim,843,TCRL
53,651000.0,650.0,756.7204653139437,4120.503011465073,651000,325500.0,4120.502962350845,fish-swim,843,TCRL
54,851000.0,850.0,737.0753364503747,5131.119269609451,851000,425500.0,5131.119220495224,fish-swim,843,TCRL
55,676000.0,675.0,761.6864860184321,4298.102188587189,676000,338000.0,4298.102138519287,fish-swim,843,TCRL
56,876000.0,875.0,811.6246708678598,5302.984271287918,876000,438000.0,5302.984213590622,fish-swim,843,TCRL
57,701000.0,700.0,742.9016180627135,4477.843454837799,701000,350500.0,4477.843386411667,fish-swim,843,TCRL
58,901000.0,900.0,805.4813464508263,5476.142716407776,901000,450500.0,5476.1426653862,fish-swim,843,TCRL
59,726000.0,725.0,711.6141960440892,4656.810882806778,726000,363000.0,4656.810833454132,fish-swim,843,TCRL
60,926000.0,925.0,772.8367315121079,5650.855747938156,926000,463000.0,5650.855691194534,fish-swim,843,TCRL
61,751000.0,750.0,705.3877358891014,4830.385556459427,751000,375500.0,4830.385504484177,fish-swim,843,TCRL
62,951000.0,950.0,757.1997130296681,5827.915860414505,951000,475500.0,5827.915809392929,fish-swim,843,TCRL
63,776000.0,775.0,690.3147031651731,5006.558477878571,776000,388000.0,5006.558426856995,fish-swim,843,TCRL
64,976000.0,975.0,795.112555710442,6006.033914804459,976000,488000.0,6006.033864021301,fish-swim,843,TCRL
65,801000.0,800.0,781.7208863218347,5188.694820165634,801000,400500.0,5188.694763183594,fish-swim,843,TCRL
66,1001000.0,1000.0,820.0268598477138,6184.052233457565,1001000,500500.0,6184.052176713944,fish-swim,843,TCRL
67,826000.0,825.0,757.5290614983005,5371.69326376915,826000,413000.0,5371.693211317062,fish-swim,843,TCRL
68,851000.0,850.0,768.5234666248577,5555.329369544983,851000,425500.0,5555.329318284988,fish-swim,843,TCRL
69,876000.0,875.0,807.2472587859742,5738.573888063431,876000,438000.0,5738.573834180832,fish-swim,843,TCRL
70,901000.0,900.0,801.0510588639233,5918.780536651611,901000,450500.0,5918.780485391617,fish-swim,843,TCRL
71,926000.0,925.0,646.9739911811382,6100.677588939667,926000,463000.0,6100.677538394928,fish-swim,843,TCRL
72,951000.0,950.0,748.797130191022,6290.460519313812,951000,475500.0,6290.460469007492,fish-swim,843,TCRL
73,976000.0,975.0,801.401964861791,6480.792389154434,976000,488000.0,6480.792340040207,fish-swim,843,TCRL
74,1001000.0,1000.0,817.3005871570131,6672.649066925049,1001000,500500.0,6672.64901804924,fish-swim,843,TCRL
0,1000.0,0.0,72.51200788690139,5.236843109130859,1000,500.0,5.236809015274048,fish-swim,842,TCRL
1,26000.0,25.0,74.0597050368939,118.6454575061798,26000,13000.0,118.6454246044159,fish-swim,842,TCRL
2,51000.0,50.0,91.33221091241258,295.8294985294342,51000,25500.0,295.82946705818176,fish-swim,842,TCRL
3,76000.0,75.0,120.31796374024192,471.582994222641,76000,38000.0,471.5829641819,fish-swim,842,TCRL
4,101000.0,100.0,359.7764816028156,653.1215207576752,101000,50500.0,653.1214900016785,fish-swim,842,TCRL
5,126000.0,125.0,300.42281281823387,834.1783199310303,126000,63000.0,834.1782910823822,fish-swim,842,TCRL
6,151000.0,150.0,443.4506186042613,1015.7772014141084,151000,75500.0,1015.7771713733672,fish-swim,842,TCRL
7,176000.0,175.0,447.4323069902642,1195.94824051857,176000,88000.0,1195.9482128620148,fish-swim,842,TCRL
8,201000.0,200.0,620.7450472178601,1381.2932529449463,201000,100500.0,1381.293222904205,fish-swim,842,TCRL
9,226000.0,225.0,634.6760632824158,1572.3199727535248,226000,113000.0,1572.3199439048767,fish-swim,842,TCRL
10,251000.0,250.0,640.9443854165314,1761.824865102768,251000,125500.0,1761.8248364925385,fish-swim,842,TCRL
11,276000.0,275.0,629.1220183072712,1951.1926295757291,276000,138000.0,1951.1925983428955,fish-swim,842,TCRL
12,301000.0,300.0,709.2032263697035,2142.779470205307,301000,150500.0,2142.779441595077,fish-swim,842,TCRL
13,326000.0,325.0,740.6542282797617,2331.8323998451237,326000,163000.0,2331.8323707580566,fish-swim,842,TCRL
14,351000.0,350.0,756.094908576199,2527.3347306251526,351000,175500.0,2527.334701061249,fish-swim,842,TCRL
15,376000.0,375.0,712.7019865570602,2721.773344039917,376000,188000.0,2721.773313522339,fish-swim,842,TCRL
16,401000.0,400.0,679.9126414165044,2917.0587775707245,401000,200500.0,2917.058748483658,fish-swim,842,TCRL
17,426000.0,425.0,821.7078358525669,3111.710156440735,426000,213000.0,3111.7101278305054,fish-swim,842,TCRL
18,451000.0,450.0,711.5716237371628,3304.3190059661865,451000,225500.0,3304.318977832794,fish-swim,842,TCRL
19,476000.0,475.0,703.9612200979076,3500.712679386139,476000,238000.0,3500.712651014328,fish-swim,842,TCRL
20,501000.0,500.0,776.4721036486809,3699.517826318741,501000,250500.0,3699.517796993256,fish-swim,842,TCRL
21,526000.0,525.0,774.489639400766,3896.58566737175,526000,263000.0,3896.585637807846,fish-swim,842,TCRL
22,551000.0,550.0,722.616577168437,4091.7794234752655,551000,275500.0,4091.779395103455,fish-swim,842,TCRL
23,576000.0,575.0,778.0198112743537,4288.896576404572,576000,288000.0,4288.896548271179,fish-swim,842,TCRL
24,601000.0,600.0,666.4291648340089,4486.22532916069,601000,300500.0,4486.225288629532,fish-swim,842,TCRL
25,626000.0,625.0,753.0024572730642,4684.771004915237,626000,313000.0,4684.770975589752,fish-swim,842,TCRL
26,651000.0,650.0,715.6526208481952,4882.883661031723,651000,325500.0,4882.883633852005,fish-swim,842,TCRL
27,676000.0,675.0,751.509816983572,5081.395889043808,676000,338000.0,5081.395860671997,fish-swim,842,TCRL
28,701000.0,700.0,740.9945750876198,5285.708870887756,701000,350500.0,5285.708842277527,fish-swim,842,TCRL
29,726000.0,725.0,759.3666884846994,5487.829025745392,726000,363000.0,5487.8289959430695,fish-swim,842,TCRL
30,751000.0,750.0,766.3301687018233,5691.801396608353,751000,375500.0,5691.801357746124,fish-swim,842,TCRL
31,776000.0,775.0,765.5459951767665,5893.817776679993,776000,388000.0,5893.817747831345,fish-swim,842,TCRL
32,801000.0,800.0,752.8261085195403,6094.817887544632,801000,400500.0,6094.817858219147,fish-swim,842,TCRL
33,826000.0,825.0,805.5741726232236,6298.948498010635,826000,413000.0,6298.94847035408,fish-swim,842,TCRL
34,851000.0,850.0,784.3571539418837,6501.329169750214,851000,425500.0,6501.329140901566,fish-swim,842,TCRL
35,876000.0,875.0,721.1983261120364,6709.944030761719,876000,438000.0,6709.944000959396,fish-swim,842,TCRL
36,901000.0,900.0,786.6722474103244,6917.465842485428,901000,450500.0,6917.465801000595,fish-swim,842,TCRL
37,926000.0,925.0,749.4833962380325,7126.113301753998,926000,463000.0,7126.113273143768,fish-swim,842,TCRL
38,951000.0,950.0,784.2120773020846,7341.470196723938,951000,475500.0,7341.470166921616,fish-swim,842,TCRL
39,976000.0,975.0,793.7180998762678,7552.34800028801,976000,488000.0,7552.3479726314545,fish-swim,842,TCRL
40,1001000.0,1000.0,792.3327525209227,7763.312127113342,1001000,500500.0,7763.312100172043,fish-swim,842,TCRL
0,1000.0,0.0,60.44128478683636,8.762510538101196,1000,500.0,8.762429237365723,fish-swim,853,TCRL
1,26000.0,25.0,145.65367662994478,95.52692008018494,26000,13000.0,95.52686810493468,fish-swim,853,TCRL
2,51000.0,50.0,75.07200418572434,223.9601273536682,51000,25500.0,223.960077047348,fish-swim,853,TCRL
3,76000.0,75.0,139.60103262979132,354.01504468917847,76000,38000.0,354.01499485969543,fish-swim,853,TCRL
4,101000.0,100.0,114.39649592649502,485.57289004325867,101000,50500.0,485.57283878326416,fish-swim,853,TCRL
5,126000.0,125.0,74.7244061891828,618.715224981308,126000,63000.0,618.715167760849,fish-swim,853,TCRL
6,151000.0,150.0,199.92299942119405,753.1850252151489,151000,75500.0,753.1849784851074,fish-swim,853,TCRL
7,176000.0,175.0,225.5091233548438,889.4750351905823,176000,88000.0,889.4749884605408,fish-swim,853,TCRL
8,201000.0,200.0,233.22305070377,1027.3653779029846,201000,100500.0,1027.3653280735016,fish-swim,853,TCRL
9,226000.0,225.0,213.0099270842109,1166.5340695381165,226000,113000.0,1166.534012556076,fish-swim,853,TCRL
10,251000.0,250.0,367.0581943219476,1309.516419649124,251000,125500.0,1309.516368150711,fish-swim,853,TCRL
11,276000.0,275.0,400.70873120593694,1448.503809928894,276000,138000.0,1448.5037562847135,fish-swim,853,TCRL
12,301000.0,300.0,618.4916383735119,1589.5499091148376,301000,150500.0,1589.549860715866,fish-swim,853,TCRL
13,326000.0,325.0,492.4420791316912,1732.386159658432,326000,163000.0,1732.3861129283905,fish-swim,853,TCRL
14,351000.0,350.0,471.3246434427123,1876.8190760612488,351000,175500.0,1876.8190293312075,fish-swim,853,TCRL
15,376000.0,375.0,683.3088542550797,2022.5284748077397,376000,188000.0,2022.5284237861636,fish-swim,853,TCRL
16,401000.0,400.0,647.0627857455428,2170.582549810409,401000,200500.0,2170.5824830532074,fish-swim,853,TCRL
17,426000.0,425.0,616.4692979344983,2319.640897512436,426000,213000.0,2319.640850543976,fish-swim,853,TCRL
18,451000.0,450.0,655.4460137893576,2470.4009170532227,451000,225500.0,2470.400867700577,fish-swim,853,TCRL
19,476000.0,475.0,717.5168871426289,2621.212555408478,476000,238000.0,2621.212508201599,fish-swim,853,TCRL
20,501000.0,500.0,652.511297573157,2772.1009800434117,501000,250500.0,2772.1009335517883,fish-swim,853,TCRL
21,526000.0,525.0,654.2653125870786,2924.4060938358307,526000,263000.0,2924.406048297882,fish-swim,853,TCRL
22,551000.0,550.0,671.5624059303142,3078.1015634536743,551000,275500.0,3078.1015174388885,fish-swim,853,TCRL
23,576000.0,575.0,626.0280889760371,3233.3434660434723,576000,288000.0,3233.3434188365936,fish-swim,853,TCRL
24,601000.0,600.0,682.193093548863,3390.07426071167,601000,300500.0,3390.0742132663727,fish-swim,853,TCRL
25,626000.0,625.0,681.1608629090989,3548.023549556732,626000,313000.0,3548.0235018730164,fish-swim,853,TCRL
26,651000.0,650.0,764.099946199081,3707.82172203064,651000,325500.0,3707.821674346924,fish-swim,853,TCRL
27,676000.0,675.0,738.873045030557,3868.827151298523,676000,338000.0,3868.8270983695984,fish-swim,853,TCRL
28,701000.0,700.0,584.930884032741,4032.654474258423,701000,350500.0,4032.6544268131256,fish-swim,853,TCRL
29,726000.0,725.0,732.5828394070052,4195.656568288803,726000,363000.0,4195.65652012825,fish-swim,853,TCRL
30,751000.0,750.0,761.0186801988486,4361.417563915253,751000,375500.0,4361.417516469955,fish-swim,853,TCRL
31,776000.0,775.0,766.5646911682422,4526.431840896606,776000,388000.0,4526.431786060333,fish-swim,853,TCRL
32,801000.0,800.0,750.7882417320257,4693.111758947372,801000,400500.0,4693.111709356308,fish-swim,853,TCRL
33,826000.0,825.0,735.7902111562299,4861.367303133011,826000,413000.0,4861.367253303528,fish-swim,853,TCRL
34,851000.0,850.0,780.7666172017856,5030.664674758911,851000,425500.0,5030.664629459381,fish-swim,853,TCRL
35,876000.0,875.0,763.1076149524622,5200.885268211365,876000,438000.0,5200.885219335556,fish-swim,853,TCRL
36,901000.0,900.0,734.4376850708331,5372.259121417999,901000,450500.0,5372.25906920433,fish-swim,853,TCRL
37,926000.0,925.0,748.7010661725494,5545.241150140762,926000,463000.0,5545.241100549698,fish-swim,853,TCRL
38,951000.0,950.0,760.955367570891,5719.377300024033,951000,475500.0,5719.377250909805,fish-swim,853,TCRL
39,976000.0,975.0,762.8921490901477,5895.127570152283,976000,488000.0,5895.127522468567,fish-swim,853,TCRL
40,1001000.0,1000.0,785.7355068578584,6072.482843160629,1001000,500500.0,6072.482790231705,fish-swim,853,TCRL
0,1000.0,0.0,31.16816996324013,10.319921731948853,1000,500.0,10.319851398468018,walker-walk,609,TCRL
1,26000.0,25.0,138.27822388307982,97.53798723220824,26000,13000.0,97.53792881965636,walker-walk,609,TCRL
2,51000.0,50.0,539.1041324595114,227.6806616783142,51000,25500.0,227.68060994148252,walker-walk,609,TCRL
3,76000.0,75.0,810.0613213975814,359.98993968963623,76000,38000.0,359.98988914489746,walker-walk,609,TCRL
4,101000.0,100.0,781.4754069348212,494.3177971839905,101000,50500.0,494.3177409172058,walker-walk,609,TCRL
5,126000.0,125.0,915.0754576087676,630.2502193450928,126000,63000.0,630.2501637935638,walker-walk,609,TCRL
6,151000.0,150.0,922.4020941069545,767.9316194057465,151000,75500.0,767.9315657615662,walker-walk,609,TCRL
7,176000.0,175.0,939.5924003486804,907.7357594966888,176000,88000.0,907.7357070446014,walker-walk,609,TCRL
