,_step,env_step,episode,episode_reward,time,env,seed,agent
18,459,451000.0,450,763.3355890040638,2466.082724094391,fish-swim,4316,TD3
19,485,476000.0,475,771.6438367900483,2621.036682844162,fish-swim,4316,TD3
20,511,501000.0,500,817.9041055993259,2772.5876710414886,fish-swim,4316,TD3
21,537,526000.0,525,810.7698546697952,2914.6677713394165,fish-swim,4316,TD3
22,563,551000.0,550,799.0015957148313,3053.2704186439514,fish-swim,4316,TD3
23,589,576000.0,575,780.2556974621577,3187.513726234436,fish-swim,4316,TD3
24,615,601000.0,600,767.1967595820433,3327.536716222763,fish-swim,4316,TD3
25,641,626000.0,625,785.7138007742944,3463.8079426288605,fish-swim,4316,TD3
26,667,651000.0,650,789.4769397993643,3608.1458871364594,fish-swim,4316,TD3
27,693,676000.0,675,797.2184524050833,3743.9554200172424,fish-swim,4316,TD3
28,719,701000.0,700,761.1134997427849,3895.9356620311737,fish-swim,4316,TD3
29,745,726000.0,725,799.6353840985504,4024.339023590088,fish-swim,4316,TD3
30,771,751000.0,750,846.3596682621404,4150.722324848175,fish-swim,4316,TD3
31,797,776000.0,775,820.7863351117898,4295.8513169288635,fish-swim,4316,TD3
32,823,801000.0,800,829.0665366167104,4411.733156919479,fish-swim,4316,TD3
33,849,826000.0,825,769.5122828621145,4540.57103061676,fish-swim,4316,TD3
34,875,851000.0,850,788.4591030146173,4662.8602685928345,fish-swim,4316,TD3
35,901,876000.0,875,779.9409921295384,4801.040566921234,fish-swim,4316,TD3
36,927,901000.0,900,778.5723282415842,4937.100031375885,fish-swim,4316,TD3
37,953,926000.0,925,793.8120257225324,5078.922196865082,fish-swim,4316,TD3
38,979,951000.0,950,831.0186089923084,5226.129977941513,fish-swim,4316,TD3
39,1005,976000.0,975,788.2591822245156,5378.693048477173,fish-swim,4316,TD3
40,1031,1001000.0,1000,808.6034204675595,5530.654413700104,fish-swim,4316,TD3
0,0,1000.0,0,58.2442226782826,7.351718425750732,quadruped-walk,8536,TD3
1,17,26000.0,25,43.77427503350829,117.67374587059021,quadruped-walk,8536,TD3
2,43,51000.0,50,166.39037833349713,268.6791801452637,quadruped-walk,8536,TD3
3,69,76000.0,75,187.0254822893371,432.4704520702362,quadruped-walk,8536,TD3
4,95,101000.0,100,280.32099917117466,573.0967397689819,quadruped-walk,8536,TD3
5,121,126000.0,125,152.2861626987597,712.2330362796783,quadruped-walk,8536,TD3
6,147,151000.0,150,171.80534763389733,849.1720476150513,quadruped-walk,8536,TD3
7,173,176000.0,175,284.12325966411765,990.3489608764648,quadruped-walk,8536,TD3
8,199,201000.0,200,155.2880088614616,1130.698572397232,quadruped-walk,8536,TD3
9,225,226000.0,225,82.44801840661599,1266.9367430210114,quadruped-walk,8536,TD3
10,251,251000.0,250,427.6168872793778,1419.261928319931,quadruped-walk,8536,TD3
11,277,276000.0,275,669.6797551947841,1578.2536969184875,quadruped-walk,8536,TD3
12,303,301000.0,300,605.8456404053387,1732.6102969646454,quadruped-walk,8536,TD3
13,329,326000.0,325,629.6401375325725,1899.8757755756378,quadruped-walk,8536,TD3
14,355,351000.0,350,647.3123882896389,2055.822651863098,quadruped-walk,8536,TD3
15,381,376000.0,375,812.9003805272962,2219.935957431793,quadruped-walk,8536,TD3
16,407,401000.0,400,799.2982333447505,2355.7311820983887,quadruped-walk,8536,TD3
17,433,426000.0,425,695.9701763339888,2496.240961074829,quadruped-walk,8536,TD3
18,459,451000.0,450,848.6348244790354,2664.033317089081,quadruped-walk,8536,TD3
19,485,476000.0,475,830.956492723349,2841.2447113990784,quadruped-walk,8536,TD3
20,511,501000.0,500,831.4445748302826,3001.584132194519,quadruped-walk,8536,TD3
21,537,526000.0,525,894.0714364988759,3155.287985563278,quadruped-walk,8536,TD3
22,563,551000.0,550,796.8088021428499,3315.5353553295135,quadruped-walk,8536,TD3
23,589,576000.0,575,817.4748868744232,3472.1706244945526,quadruped-walk,8536,TD3
24,615,601000.0,600,871.3927440794416,3621.173544406891,quadruped-walk,8536,TD3
25,641,626000.0,625,827.9379397267134,3759.303764820099,quadruped-walk,8536,TD3
26,667,651000.0,650,869.0256481208619,3910.163202524185,quadruped-walk,8536,TD3
27,693,676000.0,675,873.8069132954618,4076.5185010433197,quadruped-walk,8536,TD3
28,719,701000.0,700,901.571112995765,4232.321087598801,quadruped-walk,8536,TD3
29,745,726000.0,725,842.9438937878115,4390.374111652374,quadruped-walk,8536,TD3
30,771,751000.0,750,810.1566285212973,4514.216756105423,quadruped-walk,8536,TD3
31,797,776000.0,775,847.6729321559411,4633.930244684219,quadruped-walk,8536,TD3
32,823,801000.0,800,856.0256571767752,4789.867962598801,quadruped-walk,8536,TD3
33,849,826000.0,825,818.5191699498899,4912.390644788742,quadruped-walk,8536,TD3
34,875,851000.0,850,857.6402273874276,5027.643837928772,quadruped-walk,8536,TD3
35,901,876000.0,875,876.2413300423971,5162.434062719345,quadruped-walk,8536,TD3
36,927,901000.0,900,867.4943824845653,5305.612038850784,quadruped-walk,8536,TD3
37,953,926000.0,925,888.483565441921,5457.645108222961,quadruped-walk,8536,TD3
38,979,951000.0,950,867.6385175561024,5592.729252576828,quadruped-walk,8536,TD3
39,1005,976000.0,975,886.9936840409742,5728.80300450325,quadruped-walk,8536,TD3
40,1031,1001000.0,1000,893.9499634155472,5864.880917072296,quadruped-walk,8536,TD3
0,0,1000.0,0,92.24360483423735,6.717812776565552,quadruped-walk,9983,TD3
1,17,26000.0,25,189.4094729029104,123.38459968566895,quadruped-walk,9983,TD3
2,43,51000.0,50,43.976348486505785,284.23982667922974,quadruped-walk,9983,TD3
3,69,76000.0,75,99.1222913878458,454.08260774612427,quadruped-walk,9983,TD3
4,95,101000.0,100,338.19463669734006,611.6953411102295,quadruped-walk,9983,TD3
5,121,126000.0,125,171.49278488749454,782.1891684532166,quadruped-walk,9983,TD3
6,147,151000.0,150,206.22471898158383,962.4821903705597,quadruped-walk,9983,TD3
7,173,176000.0,175,186.48166177583354,1147.2357189655304,quadruped-walk,9983,TD3
8,199,201000.0,200,262.65280212786274,1331.2675790786743,quadruped-walk,9983,TD3
9,225,226000.0,225,473.2688571565915,1507.6709859371185,quadruped-walk,9983,TD3
10,251,251000.0,250,524.3549579133858,1675.3345980644226,quadruped-walk,9983,TD3
11,277,276000.0,275,808.8180803598332,1848.8803882598877,quadruped-walk,9983,TD3
12,303,301000.0,300,705.9645926559858,2005.3146057128906,quadruped-walk,9983,TD3
13,329,326000.0,325,759.5673977851045,2167.8218874931335,quadruped-walk,9983,TD3
14,355,351000.0,350,821.366460552396,2343.6245696544647,quadruped-walk,9983,TD3
15,381,376000.0,375,747.4008676353951,2506.8192236423492,quadruped-walk,9983,TD3
16,407,401000.0,400,766.7612771083665,2643.701497077942,quadruped-walk,9983,TD3
17,433,426000.0,425,820.1620604116351,2806.4226393699646,quadruped-walk,9983,TD3
18,459,451000.0,450,803.176027191496,2973.0046105384827,quadruped-walk,9983,TD3
19,485,476000.0,475,862.5219596690398,3124.0509629249573,quadruped-walk,9983,TD3
20,511,501000.0,500,884.2884672416119,3267.9025654792786,quadruped-walk,9983,TD3
21,537,526000.0,525,874.9866750235755,3416.805911064148,quadruped-walk,9983,TD3
22,563,551000.0,550,915.4554140990082,3568.895961523056,quadruped-walk,9983,TD3
23,589,576000.0,575,864.321310439456,3742.614198207855,quadruped-walk,9983,TD3
24,615,601000.0,600,897.044877493651,3906.5131227970123,quadruped-walk,9983,TD3
25,641,626000.0,625,874.4471927541032,4070.492687225342,quadruped-walk,9983,TD3
26,667,651000.0,650,899.5605086902151,4234.833450078964,quadruped-walk,9983,TD3
27,693,676000.0,675,889.8615978748306,4395.3075070381165,quadruped-walk,9983,TD3
28,719,701000.0,700,873.1602833618144,4545.274370908737,quadruped-walk,9983,TD3
29,745,726000.0,725,886.6064109993013,4691.483615398407,quadruped-walk,9983,TD3
30,771,751000.0,750,927.7822041619714,4843.852480173111,quadruped-walk,9983,TD3
31,797,776000.0,775,909.5246570505276,5012.234559059143,quadruped-walk,9983,TD3
32,823,801000.0,800,891.2651834990927,5170.458718061447,quadruped-walk,9983,TD3
33,849,826000.0,825,917.3083934952998,5319.820019721985,quadruped-walk,9983,TD3
34,875,851000.0,850,878.997456479995,5435.713378667831,quadruped-walk,9983,TD3
35,901,876000.0,875,925.2946877111148,5553.041298866272,quadruped-walk,9983,TD3
36,927,901000.0,900,903.1402446482869,5680.492346763611,quadruped-walk,9983,TD3
37,953,926000.0,925,910.5816210821088,5821.629381895065,quadruped-walk,9983,TD3
38,979,951000.0,950,918.2532340015696,5979.351493358612,quadruped-walk,9983,TD3
39,1005,976000.0,975,912.0159700486731,6137.277133464813,quadruped-walk,9983,TD3
40,1031,1001000.0,1000,932.3183488182447,6285.42200922966,quadruped-walk,9983,TD3
0,0,1000.0,0,51.28876947561395,7.87964940071106,quadruped-walk,903,TD3
1,17,26000.0,25,27.901275587912732,121.10441899299622,quadruped-walk,903,TD3
2,43,51000.0,50,126.07279865628064,288.75584745407104,quadruped-walk,903,TD3
3,69,76000.0,75,26.193067630046208,455.2174108028412,quadruped-walk,903,TD3
4,95,101000.0,100,124.48141411431475,612.3931615352631,quadruped-walk,903,TD3
5,121,126000.0,125,228.86731692484554,769.0799815654755,quadruped-walk,903,TD3
6,147,151000.0,150,195.17003081258255,930.7907545566559,quadruped-walk,903,TD3
7,173,176000.0,175,141.35590527477194,1093.54478931427,quadruped-walk,903,TD3
8,199,201000.0,200,395.19254737982425,1253.3879404067993,quadruped-walk,903,TD3
9,225,226000.0,225,652.6214287505618,1426.1113717556,quadruped-walk,903,TD3
10,251,251000.0,250,799.0182856818284,1589.1203968524933,quadruped-walk,903,TD3
11,277,276000.0,275,867.5572705959823,1750.3871486186981,quadruped-walk,903,TD3
12,303,301000.0,300,849.6643042374311,1911.5580484867096,quadruped-walk,903,TD3
13,329,326000.0,325,848.618761968935,2076.5137305259705,quadruped-walk,903,TD3
14,355,351000.0,350,839.9054012005197,2247.575105905533,quadruped-walk,903,TD3
15,381,376000.0,375,864.9571583795611,2420.959007501602,quadruped-walk,903,TD3
16,407,401000.0,400,889.5138444350538,2587.0216538906097,quadruped-walk,903,TD3
17,433,426000.0,425,905.284380019034,2767.9506928920746,quadruped-walk,903,TD3
18,459,451000.0,450,882.4710678851537,2944.3018231391907,quadruped-walk,903,TD3
19,485,476000.0,475,907.3322712704669,3129.5983011722565,quadruped-walk,903,TD3
20,511,501000.0,500,880.3103515968236,3311.465804338455,quadruped-walk,903,TD3
21,537,526000.0,525,890.6746304350012,3500.3169016838074,quadruped-walk,903,TD3
22,563,551000.0,550,859.6412305105466,3683.039230108261,quadruped-walk,903,TD3
23,589,576000.0,575,923.5261352796595,3867.7469851970673,quadruped-walk,903,TD3
24,615,601000.0,600,890.4407431626494,4049.740391254425,quadruped-walk,903,TD3
25,641,626000.0,625,951.7202482555351,4229.518142938614,quadruped-walk,903,TD3
26,667,651000.0,650,895.4253116120751,4408.427330732346,quadruped-walk,903,TD3
27,693,676000.0,675,898.1184040041253,4587.6159925460815,quadruped-walk,903,TD3
28,719,701000.0,700,889.4843461118231,4767.133469343185,quadruped-walk,903,TD3
29,745,726000.0,725,874.1162753653294,4948.760040521622,quadruped-walk,903,TD3
30,771,751000.0,750,907.4061357234247,5128.168434858322,quadruped-walk,903,TD3
31,797,776000.0,775,926.4294617324201,5306.499660015106,quadruped-walk,903,TD3
32,823,801000.0,800,926.0104034854706,5483.008196353912,quadruped-walk,903,TD3
33,849,826000.0,825,907.1817378659695,5652.5715072155,quadruped-walk,903,TD3
34,875,851000.0,850,928.6774675144077,5833.4125418663025,quadruped-walk,903,TD3
35,901,876000.0,875,935.3194959744324,6013.432107210159,quadruped-walk,903,TD3
36,927,901000.0,900,916.9351555323301,6196.593842506409,quadruped-walk,903,TD3
37,953,926000.0,925,929.8247061371833,6381.068505525589,quadruped-walk,903,TD3
38,979,951000.0,950,933.0185011488071,6552.833935260773,quadruped-walk,903,TD3
39,1005,976000.0,975,932.4147265131385,6742.246001005173,quadruped-walk,903,TD3
40,1031,1001000.0,1000,937.452619644084,6922.74844956398,quadruped-walk,903,TD3
0,0,1000.0,0,103.68232502804486,7.4998273849487305,quadruped-walk,4227,TD3
1,17,26000.0,25,93.01756532775694,123.03473114967346,quadruped-walk,4227,TD3
2,43,51000.0,50,52.60918037174995,272.12611055374146,quadruped-walk,4227,TD3
3,69,76000.0,75,84.87793578556601,419.4932658672333,quadruped-walk,4227,TD3
4,95,101000.0,100,146.79216703510798,575.9132542610168,quadruped-walk,4227,TD3
5,121,126000.0,125,125.11327072517602,731.6497986316681,quadruped-walk,4227,TD3
6,147,151000.0,150,89.82580238933126,882.5540482997894,quadruped-walk,4227,TD3
7,173,176000.0,175,260.81954339323175,1053.6822793483734,quadruped-walk,4227,TD3
8,199,201000.0,200,312.9983208998211,1249.3168053627014,quadruped-walk,4227,TD3
9,225,226000.0,225,280.38740063295506,1431.719800710678,quadruped-walk,4227,TD3
10,251,251000.0,250,479.62795776427754,1593.2712061405182,quadruped-walk,4227,TD3
11,277,276000.0,275,388.8623250553755,1769.6656875610352,quadruped-walk,4227,TD3
12,303,301000.0,300,484.64614923964666,1937.5916724205017,quadruped-walk,4227,TD3
13,329,326000.0,325,546.9699787934512,2112.0400474071503,quadruped-walk,4227,TD3
14,355,351000.0,350,569.4630585817835,2316.1126708984375,quadruped-walk,4227,TD3
15,381,376000.0,375,523.9227254076142,2491.835952758789,quadruped-walk,4227,TD3
16,407,401000.0,400,596.8471375849507,2660.2168443202972,quadruped-walk,4227,TD3
17,433,426000.0,425,514.1372851884929,2826.008378982544,quadruped-walk,4227,TD3
18,459,451000.0,450,431.5449252487336,3013.3956456184387,quadruped-walk,4227,TD3
19,485,476000.0,475,546.3060722051322,3198.0481066703796,quadruped-walk,4227,TD3
20,511,501000.0,500,700.7547356000156,3347.094465970993,quadruped-walk,4227,TD3
21,537,526000.0,525,681.4873026229267,3510.743370294571,quadruped-walk,4227,TD3
22,563,551000.0,550,609.8508076448306,3666.4107537269592,quadruped-walk,4227,TD3
23,589,576000.0,575,693.0454168040333,3819.905788898468,quadruped-walk,4227,TD3
24,615,601000.0,600,834.776616283646,3983.8090393543243,quadruped-walk,4227,TD3
25,641,626000.0,625,656.6678323209059,4130.278812646866,quadruped-walk,4227,TD3
26,667,651000.0,650,767.5876488789432,4291.284691810608,quadruped-walk,4227,TD3
27,693,676000.0,675,834.6055872206347,4473.366050958633,quadruped-walk,4227,TD3
28,719,701000.0,700,763.7640103283917,4635.695449829102,quadruped-walk,4227,TD3
29,745,726000.0,725,795.5328451789361,4808.46261548996,quadruped-walk,4227,TD3
30,771,751000.0,750,826.4868150251483,5007.368898391724,quadruped-walk,4227,TD3
31,797,776000.0,775,745.3128775073135,5178.058648824692,quadruped-walk,4227,TD3
32,823,801000.0,800,834.5954168883369,5331.376796007156,quadruped-walk,4227,TD3
33,849,826000.0,825,872.1059319644212,5498.272248506546,quadruped-walk,4227,TD3
34,875,851000.0,850,816.9339409609252,5676.936951875687,quadruped-walk,4227,TD3
35,901,876000.0,875,835.2118026682095,5838.003101110458,quadruped-walk,4227,TD3
36,927,901000.0,900,768.9011500285965,5999.339149236679,quadruped-walk,4227,TD3
37,953,926000.0,925,890.0272698812062,6170.593154668808,quadruped-walk,4227,TD3
38,979,951000.0,950,841.4572579687965,6370.952058553696,quadruped-walk,4227,TD3
39,1005,976000.0,975,821.274243244907,6549.632952451706,quadruped-walk,4227,TD3
40,1031,1001000.0,1000,871.2606637319102,6753.09617805481,quadruped-walk,4227,TD3
0,0,1000.0,0,122.56575414209385,8.287651538848877,quadruped-walk,9915,TD3
1,17,26000.0,25,122.25971194836461,138.9862129688263,quadruped-walk,9915,TD3
2,43,51000.0,50,115.67609608244143,334.0354416370392,quadruped-walk,9915,TD3
3,69,76000.0,75,129.291691637674,526.0584802627563,quadruped-walk,9915,TD3
4,95,101000.0,100,342.6308224359651,723.0197925567627,quadruped-walk,9915,TD3
5,121,126000.0,125,234.71456935148913,922.3763282299042,quadruped-walk,9915,TD3
6,147,151000.0,150,367.98839700526594,1128.4520621299744,quadruped-walk,9915,TD3
7,173,176000.0,175,615.6464578209861,1312.231483221054,quadruped-walk,9915,TD3
8,199,201000.0,200,643.3144601958036,1504.517612695694,quadruped-walk,9915,TD3
9,225,226000.0,225,751.2790877324517,1687.65282869339,quadruped-walk,9915,TD3
10,251,251000.0,250,653.5343302793846,1844.9173069000244,quadruped-walk,9915,TD3
11,277,276000.0,275,706.3394663320518,2036.451548576355,quadruped-walk,9915,TD3
12,303,301000.0,300,712.8632608597235,2227.9832022190094,quadruped-walk,9915,TD3
13,329,326000.0,325,749.8760209001672,2418.3658051490784,quadruped-walk,9915,TD3
14,355,351000.0,350,877.2136846334881,2605.9354526996613,quadruped-walk,9915,TD3
15,381,376000.0,375,809.2545683853525,2807.2857875823975,quadruped-walk,9915,TD3
16,407,401000.0,400,877.5939955346405,3004.2186093330383,quadruped-walk,9915,TD3
17,433,426000.0,425,834.930950855053,3200.9762558937073,quadruped-walk,9915,TD3
18,459,451000.0,450,770.3599145443238,3397.565811395645,quadruped-walk,9915,TD3
19,485,476000.0,475,824.2692804844067,3588.0015740394592,quadruped-walk,9915,TD3
20,511,501000.0,500,769.9370643178324,3775.8783283233643,quadruped-walk,9915,TD3
21,537,526000.0,525,857.3665814109954,3967.858428955078,quadruped-walk,9915,TD3
22,563,551000.0,550,891.6317495544454,4168.035985708237,quadruped-walk,9915,TD3
23,589,576000.0,575,734.3475457948817,4370.769535779953,quadruped-walk,9915,TD3
24,615,601000.0,600,883.4624259844068,4554.785329580307,quadruped-walk,9915,TD3
25,641,626000.0,625,850.2418045800908,4746.743400812149,quadruped-walk,9915,TD3
26,667,651000.0,650,859.8819569415588,4927.5644335746765,quadruped-walk,9915,TD3
27,693,676000.0,675,866.9583130614968,5113.89763879776,quadruped-walk,9915,TD3
28,719,701000.0,700,847.8343295420573,5292.560549020767,quadruped-walk,9915,TD3
29,745,726000.0,725,839.0077648950995,5471.238313913345,quadruped-walk,9915,TD3
30,771,751000.0,750,865.8956820822496,5651.416574716568,quadruped-walk,9915,TD3
31,797,776000.0,775,887.5483466102498,5840.439390182495,quadruped-walk,9915,TD3
32,823,801000.0,800,908.4401299424587,6030.294590950012,quadruped-walk,9915,TD3
33,849,826000.0,825,919.4165389660881,6232.3126792907715,quadruped-walk,9915,TD3
34,875,851000.0,850,850.6108096450891,6405.526979923248,quadruped-walk,9915,TD3
35,901,876000.0,875,883.9094300056324,6584.383204936981,quadruped-walk,9915,TD3
36,927,901000.0,900,918.7337773632416,6773.695150852203,quadruped-walk,9915,TD3
37,953,926000.0,925,816.0443478577633,6963.4653062820435,quadruped-walk,9915,TD3
38,979,951000.0,950,868.7485233305417,7162.255320549011,quadruped-walk,9915,TD3
39,1005,976000.0,975,887.1260694868668,7345.9009420871735,quadruped-walk,9915,TD3
40,1031,1001000.0,1000,893.5727498137087,7538.399473190308,quadruped-walk,9915,TD3
0,0,1000.0,0,28.963429030937856,5.742416620254517,walker-walk,1874,TD3
1,17,26000.0,25,159.61351388610825,107.9800820350647,walker-walk,1874,TD3
2,43,51000.0,50,342.844742997475,258.55481338500977,walker-walk,1874,TD3
3,69,76000.0,75,636.3055627167894,412.35084795951843,walker-walk,1874,TD3
4,95,101000.0,100,853.4762840181241,565.0460495948792,walker-walk,1874,TD3
5,121,126000.0,125,865.6775054996199,720.2522308826447,walker-walk,1874,TD3
6,147,151000.0,150,925.9316212908965,875.1512703895569,walker-walk,1874,TD3
7,173,176000.0,175,943.5142155285346,1028.9220340251923,walker-walk,1874,TD3
8,199,201000.0,200,930.9127429536962,1187.0237400531769,walker-walk,1874,TD3
9,225,226000.0,225,932.6727574620099,1341.7047216892242,walker-walk,1874,TD3
10,251,251000.0,250,949.5282726498017,1489.7620656490326,walker-walk,1874,TD3
11,277,276000.0,275,946.4780696698788,1639.1770286560059,walker-walk,1874,TD3
12,303,301000.0,300,934.4822283435718,1796.7525606155396,walker-walk,1874,TD3
13,329,326000.0,325,950.8972356126096,1942.7662782669067,walker-walk,1874,TD3
14,355,351000.0,350,928.3003235404419,2095.7146146297455,walker-walk,1874,TD3
15,381,376000.0,375,947.4502151916056,2245.3299372196198,walker-walk,1874,TD3
16,407,401000.0,400,947.3079258136189,2400.4505276679993,walker-walk,1874,TD3
17,433,426000.0,425,942.1510747880714,2555.6156134605408,walker-walk,1874,TD3
18,459,451000.0,450,913.6339168598015,2706.853550195694,walker-walk,1874,TD3
19,485,476000.0,475,941.666289699102,2858.517486333847,walker-walk,1874,TD3
20,511,501000.0,500,951.1128536827016,3007.132594347,walker-walk,1874,TD3
0,0,1000.0,0,29.085711257281417,6.164261341094971,walker-walk,9160,TD3
1,17,26000.0,25,192.81577592510587,110.62222003936768,walker-walk,9160,TD3
2,43,51000.0,50,360.26743080667836,258.50535559654236,walker-walk,9160,TD3
3,69,76000.0,75,427.44048623221113,382.7750906944275,walker-walk,9160,TD3
4,95,101000.0,100,456.3810880924887,520.9070434570312,walker-walk,9160,TD3
5,121,126000.0,125,509.5785276587855,672.6695365905762,walker-walk,9160,TD3
6,147,151000.0,150,546.3718231620253,826.4559535980225,walker-walk,9160,TD3
7,173,176000.0,175,579.8859080896152,976.9042184352875,walker-walk,9160,TD3
8,199,201000.0,200,744.4787594385749,1121.04346036911,walker-walk,9160,TD3
9,225,226000.0,225,752.4221140836613,1247.6619851589203,walker-walk,9160,TD3
10,251,251000.0,250,870.325202228838,1369.1179387569427,walker-walk,9160,TD3
11,277,276000.0,275,921.9266622378825,1515.040631055832,walker-walk,9160,TD3
12,303,301000.0,300,931.6082260116658,1670.415729522705,walker-walk,9160,TD3
13,329,326000.0,325,940.2153751576873,1818.1761693954468,walker-walk,9160,TD3
14,355,351000.0,350,942.8168130376777,1967.089980840683,walker-walk,9160,TD3
15,381,376000.0,375,948.5063783368129,2107.8933992385864,walker-walk,9160,TD3
16,407,401000.0,400,950.7828395332292,2259.566465139389,walker-walk,9160,TD3
17,433,426000.0,425,946.3791482082685,2409.294955253601,walker-walk,9160,TD3
18,459,451000.0,450,946.324138085005,2553.133271932602,walker-walk,9160,TD3
19,485,476000.0,475,939.9352369263713,2699.440557718277,walker-walk,9160,TD3
20,511,501000.0,500,958.5971131660701,2852.261628627777,walker-walk,9160,TD3
0,0,1000.0,0,22.234237681573322,8.86143445968628,walker-walk,4433,TD3
1,17,26000.0,25,283.70366084603216,125.0931179523468,walker-walk,4433,TD3
2,43,51000.0,50,405.1970445802507,303.68966722488403,walker-walk,4433,TD3
3,69,76000.0,75,615.7250248724797,480.7341854572296,walker-walk,4433,TD3
4,95,101000.0,100,676.9701952168137,661.8442680835724,walker-walk,4433,TD3
5,121,126000.0,125,735.7640731827084,841.4055750370026,walker-walk,4433,TD3
6,147,151000.0,150,752.7178032315785,1010.4973590373993,walker-walk,4433,TD3
7,173,176000.0,175,795.1964840870472,1189.4345548152924,walker-walk,4433,TD3
8,199,201000.0,200,823.2101250079684,1366.2936625480652,walker-walk,4433,TD3
9,225,226000.0,225,796.1644695312332,1547.1172106266022,walker-walk,4433,TD3
10,251,251000.0,250,923.957532874786,1724.9584739208221,walker-walk,4433,TD3
11,277,276000.0,275,946.1989934591481,1899.4295976161957,walker-walk,4433,TD3
12,303,301000.0,300,936.5365133088168,2065.993127346039,walker-walk,4433,TD3
13,329,326000.0,325,949.7338874799738,2236.242795944214,walker-walk,4433,TD3
14,355,351000.0,350,956.904151413614,2414.4345993995667,walker-walk,4433,TD3
15,381,376000.0,375,956.1423494721082,2592.1898515224457,walker-walk,4433,TD3
16,407,401000.0,400,963.619477367091,2772.1784904003143,walker-walk,4433,TD3
17,433,426000.0,425,955.5158933275636,2956.044191598892,walker-walk,4433,TD3
18,459,451000.0,450,957.7077978542669,3137.9398312568665,walker-walk,4433,TD3
19,485,476000.0,475,948.1764418249566,3315.8421247005463,walker-walk,4433,TD3
20,511,501000.0,500,953.8967169515488,3491.451012611389,walker-walk,4433,TD3
0,0,1000.0,0,35.00562705539862,6.6780102252960205,walker-walk,6570,TD3
1,17,26000.0,25,232.56910525200055,113.52191114425659,walker-walk,6570,TD3
2,43,51000.0,50,343.98766077731045,267.4086937904358,walker-walk,6570,TD3
3,69,76000.0,75,497.1994513722874,426.4052665233612,walker-walk,6570,TD3
4,95,101000.0,100,632.0956848899821,575.9309234619141,walker-walk,6570,TD3
5,121,126000.0,125,748.6249743960315,734.3714747428894,walker-walk,6570,TD3
6,147,151000.0,150,784.8956013323615,888.4689364433289,walker-walk,6570,TD3
7,173,176000.0,175,824.3476633529751,1050.9911007881165,walker-walk,6570,TD3
8,199,201000.0,200,864.966728523363,1211.427871465683,walker-walk,6570,TD3
9,225,226000.0,225,898.0777485599494,1372.970522403717,walker-walk,6570,TD3
10,251,251000.0,250,866.011353618083,1534.0960240364075,walker-walk,6570,TD3
11,277,276000.0,275,886.1309184025346,1692.3006749153137,walker-walk,6570,TD3
12,303,301000.0,300,906.8100176587526,1853.2561192512512,walker-walk,6570,TD3
13,329,326000.0,325,906.9701688521924,2004.2396705150604,walker-walk,6570,TD3
14,355,351000.0,350,905.6483209435953,2160.7518904209137,walker-walk,6570,TD3
15,381,376000.0,375,919.4919411049177,2318.4787311553955,walker-walk,6570,TD3
16,407,401000.0,400,925.4060103051282,2488.9250338077545,walker-walk,6570,TD3
17,433,426000.0,425,919.7926307650001,2659.2257001399994,walker-walk,6570,TD3
18,459,451000.0,450,934.2115079024363,2824.0051300525665,walker-walk,6570,TD3
19,485,476000.0,475,923.7803293427935,2982.1309299468994,walker-walk,6570,TD3
20,511,501000.0,500,868.3982199926671,3141.459678173065,walker-walk,6570,TD3
0,0,1000.0,0,32.923114810625655,7.144493579864502,walker-walk,8895,TD3
1,17,26000.0,25,170.82749786942196,108.86510157585144,walker-walk,8895,TD3
2,43,51000.0,50,381.9001194197713,266.71372270584106,walker-walk,8895,TD3
3,69,76000.0,75,654.4623875467943,430.7458128929138,walker-walk,8895,TD3
4,95,101000.0,100,763.5896799591026,595.0136160850525,walker-walk,8895,TD3
5,121,126000.0,125,861.2477312241326,753.3741104602814,walker-walk,8895,TD3
6,147,151000.0,150,887.2221193615454,907.1675479412079,walker-walk,8895,TD3
7,173,176000.0,175,901.4310011403843,1063.8833222389221,walker-walk,8895,TD3
8,199,201000.0,200,920.4208639556573,1225.3794615268707,walker-walk,8895,TD3
9,225,226000.0,225,927.2763059573257,1386.04128241539,walker-walk,8895,TD3
10,251,251000.0,250,932.7864825366833,1550.6311347484589,walker-walk,8895,TD3
11,277,276000.0,275,926.8483984798837,1710.0110478401184,walker-walk,8895,TD3
12,303,301000.0,300,948.3018383607553,1863.046681880951,walker-walk,8895,TD3
13,329,326000.0,325,949.3267748407754,2021.7617726325989,walker-walk,8895,TD3
14,355,351000.0,350,908.2904168552341,2185.4989285469055,walker-walk,8895,TD3
15,381,376000.0,375,940.6078441341417,2346.470551967621,walker-walk,8895,TD3
16,407,401000.0,400,953.4072445694353,2492.0038204193115,walker-walk,8895,TD3
17,433,426000.0,425,937.4628348398204,2646.339391708374,walker-walk,8895,TD3
18,459,451000.0,450,954.0294717752237,2796.8420810699463,walker-walk,8895,TD3
19,485,476000.0,475,950.0169123213509,2949.9898512363434,walker-walk,8895,TD3
20,511,501000.0,500,943.5405005148716,3108.3336725234985,walker-walk,8895,TD3
0,0,1000.0,0,0.9168307853491257,8.738022804260254,humanoid-walk,8794,TD3
1,17,26000.0,25,1.7062198980980745,144.16972970962524,humanoid-walk,8794,TD3
2,43,51000.0,50,1.5079127943190476,332.5094950199127,humanoid-walk,8794,TD3
