,_step,env_step,episode,episode_reward,time,eval_total_time,frame,env,seed,name,utd_ratio
83,14456,430000,0,843.1743212021684,0,0,0,quadruped-run,5,iQRL,1
84,14628,435000,0,820.2768977168016,0,0,0,quadruped-run,5,iQRL,1
85,14800,440000,0,837.1414516798657,0,0,0,quadruped-run,5,iQRL,1
86,14972,445000,0,842.5313572776533,0,0,0,quadruped-run,5,iQRL,1
87,15144,450000,0,855.5766803291451,0,0,0,quadruped-run,5,iQRL,1
88,15316,455000,0,848.8554663482588,0,0,0,quadruped-run,5,iQRL,1
89,15488,460000,0,849.5027532468259,0,0,0,quadruped-run,5,iQRL,1
90,15660,465000,0,849.1703373964061,0,0,0,quadruped-run,5,iQRL,1
91,15832,470000,0,870.3254896774888,0,0,0,quadruped-run,5,iQRL,1
92,16004,475000,0,839.942629582202,0,0,0,quadruped-run,5,iQRL,1
93,16176,480000,0,857.2459098444494,0,0,0,quadruped-run,5,iQRL,1
94,16348,485000,0,870.148882906136,0,0,0,quadruped-run,5,iQRL,1
95,16520,490000,0,862.6217223024083,0,0,0,quadruped-run,5,iQRL,1
96,16692,495000,0,859.6493618673761,0,0,0,quadruped-run,5,iQRL,1
97,16864,500000,0,842.9205428386078,0,0,0,quadruped-run,5,iQRL,1
98,17036,505000,0,866.5180955483054,0,0,0,quadruped-run,5,iQRL,1
99,17208,510000,0,858.2129740803211,0,0,0,quadruped-run,5,iQRL,1
100,17380,515000,0,854.4898529158905,0,0,0,quadruped-run,5,iQRL,1
101,17552,520000,0,872.4766867572704,0,0,0,quadruped-run,5,iQRL,1
102,17724,525000,0,869.9572685827036,0,0,0,quadruped-run,5,iQRL,1
103,17896,530000,0,860.5127535006729,0,0,0,quadruped-run,5,iQRL,1
104,18068,535000,0,856.5724519407944,0,0,0,quadruped-run,5,iQRL,1
105,18240,540000,0,876.5516678698361,0,0,0,quadruped-run,5,iQRL,1
106,18412,545000,0,877.2333724770695,0,0,0,quadruped-run,5,iQRL,1
107,18584,550000,0,867.8731612437638,0,0,0,quadruped-run,5,iQRL,1
108,18756,555000,0,872.6013329541165,0,0,0,quadruped-run,5,iQRL,1
109,18928,560000,0,879.9271055917255,0,0,0,quadruped-run,5,iQRL,1
110,19100,565000,0,879.4046508655417,0,0,0,quadruped-run,5,iQRL,1
111,19272,570000,0,870.9497638403612,0,0,0,quadruped-run,5,iQRL,1
112,19444,575000,0,875.7012427233931,0,0,0,quadruped-run,5,iQRL,1
113,19616,580000,0,895.9923201652127,0,0,0,quadruped-run,5,iQRL,1
114,19788,585000,0,870.8681869677705,0,0,0,quadruped-run,5,iQRL,1
115,19960,590000,0,874.8130163502996,0,0,0,quadruped-run,5,iQRL,1
116,20132,595000,0,865.5230848668609,0,0,0,quadruped-run,5,iQRL,1
117,20304,600000,0,882.8195522306808,0,0,0,quadruped-run,5,iQRL,1
118,20476,605000,0,877.8917229275685,0,0,0,quadruped-run,5,iQRL,1
119,20648,610000,0,868.373183652028,0,0,0,quadruped-run,5,iQRL,1
120,20820,615000,0,865.1974228490668,0,0,0,quadruped-run,5,iQRL,1
121,20992,620000,0,873.1599918503314,0,0,0,quadruped-run,5,iQRL,1
122,21164,625000,0,861.6863325552113,0,0,0,quadruped-run,5,iQRL,1
123,21336,630000,0,852.5916829298716,0,0,0,quadruped-run,5,iQRL,1
124,21508,635000,0,865.4691809435287,0,0,0,quadruped-run,5,iQRL,1
125,21680,640000,0,880.8887666237657,0,0,0,quadruped-run,5,iQRL,1
126,21852,645000,0,873.0109034999216,0,0,0,quadruped-run,5,iQRL,1
127,22024,650000,0,883.7580601186812,0,0,0,quadruped-run,5,iQRL,1
128,22196,655000,0,885.4039681276947,0,0,0,quadruped-run,5,iQRL,1
129,22368,660000,0,874.026676186407,0,0,0,quadruped-run,5,iQRL,1
130,22540,665000,0,884.1745845029742,0,0,0,quadruped-run,5,iQRL,1
131,22712,670000,0,885.260755265737,0,0,0,quadruped-run,5,iQRL,1
132,22884,675000,0,859.9361906035571,0,0,0,quadruped-run,5,iQRL,1
133,23056,680000,0,893.9579439818859,0,0,0,quadruped-run,5,iQRL,1
134,23228,685000,0,894.556741704994,0,0,0,quadruped-run,5,iQRL,1
135,23400,690000,0,891.6028660000768,0,0,0,quadruped-run,5,iQRL,1
136,23572,695000,0,863.0699486850878,0,0,0,quadruped-run,5,iQRL,1
137,23744,700000,0,896.5297865774191,0,0,0,quadruped-run,5,iQRL,1
138,23916,705000,0,891.4076549082595,0,0,0,quadruped-run,5,iQRL,1
139,24088,710000,0,884.4196676360647,0,0,0,quadruped-run,5,iQRL,1
140,24260,715000,0,867.3092175646219,0,0,0,quadruped-run,5,iQRL,1
141,24432,720000,0,874.4217289810782,0,0,0,quadruped-run,5,iQRL,1
142,24604,725000,0,886.8285057595815,0,0,0,quadruped-run,5,iQRL,1
143,24776,730000,0,894.2825608516287,0,0,0,quadruped-run,5,iQRL,1
144,24948,735000,0,902.6656608185033,0,0,0,quadruped-run,5,iQRL,1
145,25120,740000,0,887.8463826580206,0,0,0,quadruped-run,5,iQRL,1
146,25292,745000,0,909.5207736697688,0,0,0,quadruped-run,5,iQRL,1
147,25464,750000,0,894.7216105048225,0,0,0,quadruped-run,5,iQRL,1
148,25636,755000,0,884.2916899022763,0,0,0,quadruped-run,5,iQRL,1
